id                                  , postedDate          , title                                                                                                                                                                                                                             , agencyId, documentType     , lastModifiedDate
EPA-HQ-OAR-2015-0500-0058           , 2015-10-29T04:00:00Z, "Comment submitted by Sheila C. Holman, Director, Division of Air Quality, North Carolina Division of Air Quality (DAQ)"                                                                                                          , EPA     , Public Submission, 2015-10-29T15:29:50Z
OSM-2010-0021-0068                  , 2015-10-26T04:00:00Z, Comment on FR Doc # 2015-22878                                                                                                                                                                                                    , OSM     , Public Submission, 2015-10-27T01:31:47Z
OSM-2010-0018-10413                 , 2015-10-26T04:00:00Z, Comment on FR Doc # 2015-17308                                                                                                                                                                                                    , OSM     , Public Submission, 2015-10-27T01:28:43Z
OSM-2015-0002-0079                  , 2015-10-26T04:00:00Z, Comment on FR Doc # 2015-22878                                                                                                                                                                                                    , OSM     , Public Submission, 2015-10-27T01:33:02Z
OSM-2010-0018-10359                 , 2015-10-26T04:00:00Z, Comment on FR Doc # 2015-17308                                                                                                                                                                                                    , OSM     , Public Submission, 2015-10-27T01:08:31Z
EPA-HQ-OW-2004-0019-0391            , 2015-10-14T04:00:00Z, Comment submitted by North American Metals Council (NAMC)                                                                                                                                                                         , EPA     , Public Submission, 2015-10-14T15:56:27Z
OSM-2010-0018-9395                  , 2015-10-07T04:00:00Z, "Lexington, KY Public Hearing Transcripts September 3, 2015"                                                                                                                                                                      , OSM     , Public Submission, 2015-10-07T20:10:25Z
DOI-2015-0005-2247                  , 2015-09-16T04:00:00Z, HOU 1778 comment - 5                                                                                                                                                                                                              , DOI     , Public Submission, 2015-09-17T00:38:33Z
WHD-2015-0001-4191                  , 2015-09-03T04:00:00Z, Society of Human Resource Management                                                                                                                                                                                              , WHD     , Public Submission, 2015-09-03T15:29:04Z
EPA-HQ-OA-2015-0245-0133            , 2015-09-02T04:00:00Z, Mass Comment Campaign sponsored by Union of Concerned Scientists (UCS) (web)                                                                                                                                                      , EPA     , Public Submission, 2015-09-02T16:51:30Z
BOEM-2014-0096-15980                , 2015-08-20T04:00:00Z, Comment from IAEW (41500)                                                                                                                                                                                                         , BOEM    , Public Submission, 2015-08-21T00:34:45Z
EPA-HQ-OAR-2015-0111-2765           , 2015-08-03T04:00:00Z, "Comment submitted by Richard J. Walsh, Senior Vice President and Deputy General Counsel, The Valero Companies"                                                                                                                   , EPA     , Public Submission, 2015-08-03T20:41:24Z
EERE-2014-BT-STD-0031-0159          , 2015-07-15T04:00:00Z, 2015-07-10  Comment response to published notice of proposed rulemaking (NOPR) and announcement of public meeting                                                                                                                 , EERE    , Public Submission, 2015-07-15T19:54:28Z
BIS-2015-0016-0002                  , 2015-07-09T04:00:00Z, Complete Record of Public Comments - Proposed Bookend to USML Cat XII                                                                                                                                                             , BIS     , Public Submission, 2015-07-09T16:10:46Z
DOS-2015-0027-0017                  , 2015-07-07T00:00:00Z, Comment on DOS-2015-0027-0001                                                                                                                                                                                                     , DOS     , Public Submission, 2025-05-21T07:25:05Z
BIA-2015-0001-1408                  , 2015-06-07T04:00:00Z, "1237 - Gardner, Gerald"                                                                                                                                                                                                          , BIA     , Public Submission, 2015-06-08T01:03:29Z
EPA-HQ-OPP-2014-0195-3134           , 2015-04-28T04:00:00Z, "Comment submitted by Jessica Daniels, Center for Food Safety"                                                                                                                                                                    , EPA     , Public Submission, 2016-03-11T07:42:41Z
FDA-2015-N-0540-0745                , 2015-04-17T04:00:00Z, Comment from David Shuch                                                                                                                                                                                                          , FDA     , Public Submission, 2015-04-17T20:50:14Z
EPA-HQ-OAR-2013-0602-35345          , 2015-04-10T04:00:00Z, "Comment submitted by Benjamin Longstreth, Natural Resources Defense Council (NRDC) (Reference Materials to OAR-2013-0602-26818)"                                                                                                 , EPA     , Public Submission, 2015-04-10T20:09:35Z
EPA-HQ-OAR-2010-0108-0180           , 2015-04-06T04:00:00Z, Comment submitted by P. Wesselius                                                                                                                                                                                                 , EPA     , Public Submission, 2015-04-06T18:54:00Z
EERE-2013-BT-STD-0051-0034          , 2015-02-24T05:00:00Z, 2015-02-23  Comment response to published public meeting and availability of the Preliminary Technical Support Document                                                                                                           , EERE    , Public Submission, 2015-02-24T22:29:50Z
EPA-HQ-OPP-2014-0653-0015           , 2015-02-19T05:00:00Z, Anonymous public comment                                                                                                                                                                                                          , EPA     , Public Submission, 2015-02-19T16:32:32Z
EPA-HQ-OAR-2010-0544-0301           , 2015-02-18T05:00:00Z, "Comment submitted by Emma C. Cheuse, Sierra Club & California Communities Against Toxics"                                                                                                                                        , EPA     , Public Submission, 2015-02-18T19:00:03Z
EPA-HQ-OAR-2011-0797-0373           , 2015-02-12T05:00:00Z, "Comment submitted by Emma C. Cheuse, Sierra Club & California Communities Against Toxics"                                                                                                                                        , EPA     , Public Submission, 2015-02-12T16:35:54Z
USTR-2014-0025-0032                 , 2015-02-06T05:00:00Z, "Comment from Jared Ragland, BSA | The Software Alliance"                                                                                                                                                                         , USTR    , Public Submission, 2015-02-06T23:11:11Z
USTR-2014-0025-0025                 , 2015-02-06T05:00:00Z, "Comment from Jay Taylor, PhRMA"                                                                                                                                                                                                  , USTR    , Public Submission, 2015-02-06T22:11:01Z
IRS-2012-0049-0091                  , 2015-01-29T05:00:00Z, Net Investment Income Tax                                                                                                                                                                                                         , IRS     , Public Submission, 2015-01-29T19:01:12Z
EPA-HQ-OAR-2012-0522-0042           , 2015-01-23T05:00:00Z, "Comment submitted by Emma C. Cheuse, Earthjustice on behalf of Sierra Club"                                                                                                                                                      , EPA     , Public Submission, 2015-01-23T19:14:12Z
EPA-HQ-OPP-2014-0806-0570           , 2015-01-22T05:00:00Z, "Mass Comment Campaign submitted by Josh Nelson, Campaign Manager, CREDO Action (116,569  letter comments )"                                                                                                                      , EPA     , Public Submission, 2015-01-22T21:28:54Z
EPA-HQ-OAR-2013-0602-27986          , 2014-12-23T05:00:00Z, "Comment submitted by Joanne Spalding, Sierra Club Environmental Law Program, on behalf of Sierra Club and Earthjustice (Supplemental Comments)"                                                                                  , EPA     , Public Submission, 2014-12-25T02:05:17Z
BOEM-2014-0078-0266                 , 2014-12-23T05:00:00Z, "Comment from Erik  Grafe, Earthjustice, et al."                                                                                                                                                                                  , BOEM    , Public Submission, 2015-01-12T01:39:26Z
BOEM-2014-0078-0170                 , 2014-12-19T05:00:00Z, "Comment from David Holt, Consumer Energy Alliance"                                                                                                                                                                               , BOEM    , Public Submission, 2014-12-22T20:36:40Z
BOEM-2014-0078-0160                 , 2014-12-19T05:00:00Z, "Comment from John Deans, Greenpeace USA"                                                                                                                                                                                         , BOEM    , Public Submission, 2014-12-20T02:18:05Z
EPA-HQ-OAR-2013-0602-24029          , 2014-12-12T05:00:00Z, "Comment submitted by Joanne Spalding, Sierra Club and Tim Ballo, Earthjustice"                                                                                                                                                   , EPA     , Public Submission, 2015-01-16T22:50:07Z
EPA-HQ-OAR-2013-0602-22760          , 2014-12-05T05:00:00Z, "Comment submitted by Craig W. Butler, Director, Ohio Environmental Protection Agency (Ohio EPA)"                                                                                                                                 , EPA     , Public Submission, 2014-12-05T19:38:10Z
EPA-HQ-OAR-2013-0602-22749          , 2014-12-05T05:00:00Z, Anonymous public comment                                                                                                                                                                                                          , EPA     , Public Submission, 2014-12-05T22:34:43Z
EPA-HQ-OAR-2013-0602-22609          , 2014-12-03T05:00:00Z, "Comment submitted by U.S. Representative Lamar Smith, Chairman, Committee on Science, Space and Technology, House of Representatives, Congress of the United States"                                                             , EPA     , Public Submission, 2014-12-03T21:03:58Z
EPA-R08-OAR-2010-0406-0419          , 2014-11-25T05:00:00Z, "Flash drive documents from June 14, 2013 comment letter from Earthjustice (on behalf of NPCA and Sierra Club) to EPA Region 8"                                                                                                   , EPA     , Public Submission, 2014-11-25T19:28:18Z
USTR-2014-0014-0091                 , 2014-11-07T05:00:00Z, PhRMA                                                                                                                                                                                                                             , USTR    , Public Submission, 2014-11-07T18:24:03Z
EPA-HQ-OAR-2010-0682-0571           , 2014-10-29T04:00:00Z, Comment submitted by Earthjustice and Environmental Integrity Project on behalf of Air Alliance Houston et al. (Supplemental Appendix Documents to OAR-2010-0682-0568)                                                            , EPA     , Public Submission, 2014-12-16T19:29:40Z
IRS-2012-0002-0058                  , 2014-10-20T04:00:00Z, Dividend Equivalents from Sources within the United States                                                                                                                                                                        , IRS     , Public Submission, 2014-10-22T10:57:00Z
NHTSA-2014-0022-0222                , 2014-10-20T04:00:00Z, "Ed Friedman, Maine Coalition to Stop Smart Meters - Comments"                                                                                                                                                                    , NHTSA   , Public Submission, 2014-10-20T16:07:20Z
EPA-HQ-OAR-2013-0602-20464          , 2014-10-17T04:00:00Z, "Comment submitted by Souleymane SIDIBE, Commercial Analyst, Environmental Risk and Trading, TransCanada Corporation"                                                                                                             , EPA     , Public Submission, 2014-10-22T19:23:42Z
PHMSA-2012-0082-1957                , 2014-10-15T04:00:00Z, "Center for Biological Diversity - Multiple Submitters (22,981)"                                                                                                                                                                  , PHMSA   , Public Submission, 2015-01-28T13:40:46Z
NHTSA-2014-0022-0183                , 2014-10-09T04:00:00Z, "Eric Paul Dennis, P.E. - Comments"                                                                                                                                                                                               , NHTSA   , Public Submission, 2014-10-09T15:53:55Z
CMS-2014-0094-2199                  , 2014-09-04T04:00:00Z, GenetWorkx                                                                                                                                                                                                                        , CMS     , Public Submission, 2014-09-04T17:00:43Z
CMS-2014-0094-1428                  , 2014-09-02T04:00:00Z, VA-GENETWORx                                                                                                                                                                                                                      , CMS     , Public Submission, 2014-09-02T14:07:54Z
NHTSA-2014-0022-0067                , 2014-09-01T04:00:00Z, Linda Kurtz - Comments                                                                                                                                                                                                            , NHTSA   , Public Submission, 2014-09-01T20:45:07Z
FDA-1978-N-0597-0016                , 2014-08-20T04:00:00Z, Comment from Stanford University Medical Center                                                                                                                                                                                   , FDA     , Public Submission, 2014-08-20T14:02:14Z
EPA-HQ-OAR-2013-0602-7661           , 2014-08-07T04:00:00Z, Comment submitted by G. Holliday                                                                                                                                                                                                  , EPA     , Public Submission, 2014-08-08T03:26:20Z
EPA-HQ-OPP-2014-0195-2385           , 2014-07-31T04:00:00Z, "Comment submitted by Jessica Daniels, Center for Food Safety"                                                                                                                                                                    , EPA     , Public Submission, 2014-07-31T17:46:04Z
EPA-HQ-OAR-2013-0603-0076           , 2014-07-23T04:00:00Z, Comment submitted by G. Holliday                                                                                                                                                                                                  , EPA     , Public Submission, 2014-07-23T14:07:13Z
USCIS-2010-0017-12403               , 2014-07-18T04:00:00Z, Comment Submitted by Anonymous                                                                                                                                                                                                    , USCIS   , Public Submission, 2015-02-25T15:23:46Z
EPA-HQ-OAR-2013-0809-0061           , 2014-07-15T04:00:00Z, "Comment submitted by Christine Kirby, Director, Air and Climate Programs Bureau of Waste Prevention, Massachusetts Department of Environmental Protection (MassDep)"                                                             , EPA     , Public Submission, 2014-07-18T10:19:59Z
FDA-2011-N-0899-0876                , 2014-07-14T04:00:00Z, Comment from Cascadia Wildlands                                                                                                                                                                                                   , FDA     , Public Submission, 2014-07-14T18:13:30Z
EPA-HQ-OAR-2013-0602-2366           , 2014-07-02T04:00:00Z, Comment submitted by K. Berthold                                                                                                                                                                                                  , EPA     , Public Submission, 2014-07-02T19:34:22Z
EPA-HQ-OAR-2013-0602-2192           , 2014-07-01T04:00:00Z, Comment submitted by K. Berthold                                                                                                                                                                                                  , EPA     , Public Submission, 2014-07-01T20:48:12Z
DOS-2014-0003-127198                , 2014-06-27T00:00:00Z, Comment on DOS-2014-0003-0001                                                                                                                                                                                                     , DOS     , Public Submission, 2025-05-21T07:31:44Z
EPA-HQ-OAR-2013-0495-10970          , 2014-06-03T04:00:00Z, "Comment submitted by Andres Restrepo et al., Sierra Club, Appendix A-L"                                                                                                                                                          , EPA     , Public Submission, 2014-06-03T12:11:37Z
OSHA-2014-0001-0100                 , 2014-05-28T04:00:00Z, "Nomination from Douglas Lamb, Shawn; Society of Toxicology (SOT) on behalf of Raymond Yang; SOT"                                                                                                                                 , OSHA    , Public Submission, 2014-05-28T16:54:15Z
OSHA-2014-0001-0097                 , 2014-05-28T04:00:00Z, "Nomination from Castranova, Vincent; Society of Toxicology"                                                                                                                                                                      , OSHA    , Public Submission, 2014-05-28T16:53:14Z
EPA-HQ-OAR-2013-0495-10664          , 2014-05-19T04:00:00Z, "Comment submitted by Ellen B. Stechel, Deputy Director, ASU-LightWorks, Arizona State University"                                                                                                                                , EPA     , Public Submission, 2014-05-19T15:37:11Z
USCIS-2010-0017-2445                , 2014-05-15T04:00:00Z, Comment Submitted by Anonymous                                                                                                                                                                                                    , USCIS   , Public Submission, 2015-02-25T15:12:39Z
EPA-HQ-OAR-2009-0734-1436           , 2014-05-06T04:00:00Z, "Comment submitted by David Kuhfahl, President, HearthStone Quality Home Heating Products Inc."                                                                                                                                   , EPA     , Public Submission, 2014-05-06T19:26:23Z
EPA-HQ-OAR-2013-0743-0019           , 2014-03-19T04:00:00Z, Anonymous public comment                                                                                                                                                                                                          , EPA     , Public Submission, 2014-03-19T15:59:20Z
FWS-R1-ES-2013-0117-0005            , 2014-03-18T04:00:00Z, Submitted Electronically via eRulemaking Portal                                                                                                                                                                                   , FWS     , Public Submission, 2014-04-23T15:50:13Z
APHIS-2013-0042-10192               , 2014-03-17T04:00:00Z, Comment from 144689 Organic Consumers                                                                                                                                                                                             , APHIS   , Public Submission, 2014-03-17T14:06:41Z
APHIS-2013-0042-6917                , 2014-03-14T04:00:00Z, Comment from Jessica Daniels                                                                                                                                                                                                      , APHIS   , Public Submission, 2014-03-14T16:12:28Z
APHIS-2013-0042-6906                , 2014-03-14T04:00:00Z, Comment from Jessica Daniels                                                                                                                                                                                                      , APHIS   , Public Submission, 2014-03-14T15:30:21Z
DOS-2014-0003-111390                , 2014-03-09T00:00:00Z, Comment on DOS-2014-0003-0001                                                                                                                                                                                                     , DOS     , Public Submission, 2025-05-21T07:38:33Z
DOS-2014-0003-115330                , 2014-03-09T00:00:00Z, Comment on DOS-2014-0003-0001                                                                                                                                                                                                     , DOS     , Public Submission, 2025-05-21T07:58:23Z
DOS-2014-0003-111548                , 2014-03-09T00:00:00Z, Comment on DOS-2014-0003-0001                                                                                                                                                                                                     , DOS     , Public Submission, 2025-05-21T08:06:53Z
DOS-2014-0003-92484                 , 2014-03-09T00:00:00Z, Comment on DOS-2014-0003-0001                                                                                                                                                                                                     , DOS     , Public Submission, 2025-05-21T07:54:01Z
NHTSA-2014-0014-0099                , 2014-02-25T05:00:00Z, The EMRadiation Policy Institute - Comments                                                                                                                                                                                       , NHTSA   , Public Submission, 2014-02-25T20:54:22Z
EERE-2006-TP-0063-0047              , 2014-02-21T05:00:00Z, 1995-08-31  Technical Comments                                                                                                                                                                                                    , EERE    , Public Submission, 2014-09-24T14:55:39Z
APHIS-2013-0047-0320                , 2014-02-18T05:00:00Z, Comment from Rachel Linden                                                                                                                                                                                                        , APHIS   , Public Submission, 2014-02-18T19:11:22Z
CPSC-2012-0050-2595                 , 2014-02-12T05:00:00Z, Oral Presentation Comment from Shihan Qu (continued)                                                                                                                                                                              , CPSC    , Public Submission, 2014-02-12T13:07:13Z
EERE-2013-BT-STD-0051-0015          , 2014-02-10T05:00:00Z, 2014-02-07  Comment response to the published Framework document                                                                                                                                                                  , EERE    , Public Submission, 2017-04-06T15:16:01Z
USTR-2013-0040-0025                 , 2014-02-07T05:00:00Z, "Comment from Jay Taylor, NA"                                                                                                                                                                                                     , USTR    , Public Submission, 2014-02-07T23:09:25Z
CPSC-2012-0050-2593                 , 2014-02-05T05:00:00Z, Oral Presentation Comment from Tim Szeto                                                                                                                                                                                          , CPSC    , Public Submission, 2014-02-05T20:58:33Z
FWS-HQ-ES-2013-0073-42879           , 2014-01-22T05:00:00Z, Biological Diversity Petition Comments                                                                                                                                                                                            , FWS     , Public Submission, 2014-01-22T20:19:06Z
EPA-HQ-OAR-2013-0743-0015           , 2014-01-16T05:00:00Z, Comment submitted by Clean Energy Group Members                                                                                                                                                                                   , EPA     , Public Submission, 2014-01-16T13:03:45Z
APHIS-2011-0003-15388               , 2014-01-09T05:00:00Z, "Comment from Sheila Goffe, American Kennel Club"                                                                                                                                                                                 , APHIS   , Public Submission, 2014-01-09T21:13:58Z
ATSDR-2013-0001-0006                , 2013-11-13T05:00:00Z, Comment From: Citizens for Safe Water Around Badger                                                                                                                                                                               , ATSDR   , Public Submission, 2013-11-13T15:54:38Z
OCC-2013-0008-0028                  , 2013-11-12T05:00:00Z, "U.S. Congress- Ellison, Conyers & Grayson"                                                                                                                                                                                       , OCC     , Public Submission, 2013-11-12T20:16:25Z
USTR-2013-0027-0050                 , 2013-10-31T04:00:00Z, PhRMA                                                                                                                                                                                                                             , USTR    , Public Submission, 2013-10-31T21:00:31Z
BLM-2013-0002-5608                  , 2013-08-26T04:00:00Z, Comment on FR Doc # 2013-13708                                                                                                                                                                                                    , BLM     , Public Submission, 2013-08-26T12:10:45Z
BLM-2013-0002-5666                  , 2013-08-26T04:00:00Z, Comment on FR Doc # 2013-13708                                                                                                                                                                                                    , BLM     , Public Submission, 2013-08-26T20:24:29Z
BLM-2013-0002-5516                  , 2013-08-25T04:00:00Z, Comment on FR Doc # 2013-13708                                                                                                                                                                                                    , BLM     , Public Submission, 2013-08-25T19:28:49Z
BLM-2013-0002-5431                  , 2013-08-23T04:00:00Z, ban-hydraulic-fracturing-1                                                                                                                                                                                                        , BLM     , Public Submission, 2013-08-23T15:12:18Z
FWS-HQ-ES-2013-0073-17884           , 2013-08-22T04:00:00Z, Jessica Herrera-Center for Biological Diversity                                                                                                                                                                                   , FWS     , Public Submission, 2013-08-22T18:15:00Z
BLM-2013-0002-5363                  , 2013-08-22T04:00:00Z, Comment on FR Doc # 2013-13708                                                                                                                                                                                                    , BLM     , Public Submission, 2013-08-22T12:40:59Z
EPA-HQ-SFUND-2013-0200-0092         , 2013-08-05T04:00:00Z, "Comment submitted by Chris Cerquone, Principal Environmental Scientist, NewFields Companies, LLC"                                                                                                                                , EPA     , Public Submission, 2015-01-28T13:38:54Z
EERE-2006-STD-0088-0023             , 2013-07-31T04:00:00Z, 1997-07-31  Technical Comment                                                                                                                                                                                                     , EERE    , Public Submission, 2013-08-29T18:46:18Z
DOS-2013-0011-0333                  , 2013-07-11T00:00:00Z, KXL Submissions April 18 Letters Received April 17-18                                                                                                                                                                             , DOS     , Public Submission, 2025-05-21T08:45:10Z
APHIS-2012-0031-0101                , 2013-07-01T04:00:00Z, Comment from Sylvia Wu                                                                                                                                                                                                            , APHIS   , Public Submission, 2013-07-01T14:58:25Z
EPA-R05-OAR-2012-0649-0082          , 2013-07-01T04:00:00Z, Comments by Veolia                                                                                                                                                                                                                , EPA     , Public Submission, 2013-07-01T13:02:45Z
FWS-R2-ES-2013-0061-0012            , 2013-05-09T04:00:00Z, Submitted Electronically via eRulemaking Portal                                                                                                                                                                                   , FWS     , Public Submission, 2013-05-09T20:49:38Z
APHIS-2012-0026-0010                , 2013-04-30T04:00:00Z, Comment from Samuel Cohen                                                                                                                                                                                                         , APHIS   , Public Submission, 2013-04-30T13:53:08Z
NOAA-NMFS-2010-0036-1140            , 2013-04-11T04:00:00Z, Comment from Shaye Wolf                                                                                                                                                                                                           , NOAA    , Public Submission, 2013-04-11T20:35:29Z
EERE-2006-STD-0051-0119             , 2013-04-03T04:00:00Z, 1994-09-21  Technical Comments                                                                                                                                                                                                    , EERE    , Public Submission, 2013-08-29T18:46:33Z
NOAA-NMFS-2013-0025-0250            , 2013-03-12T04:00:00Z, Comment from Lyndia Storey                                                                                                                                                                                                        , NOAA    , Public Submission, 2013-03-12T15:32:01Z
EPA-HQ-OAR-2009-0234-20333          , 2013-02-22T05:00:00Z, Comment submitted by Sierra Club et al.                                                                                                                                                                                           , EPA     , Public Submission, 2013-08-29T20:20:05Z
EPA-HQ-OAR-2011-0044-5821           , 2013-02-14T05:00:00Z, Anonymous public comment                                                                                                                                                                                                          , EPA     , Public Submission, 2013-02-14T20:33:40Z
EPA-HQ-OW-2009-0596-3076            , 2013-02-12T05:00:00Z, "Comment submitted by Frederick L. Aschauer, Jr., Sundstrom, Friedman & Fumero, LLP on behalf of Clay County Utility Authority (CCUA)"                                                                                            , EPA     , Public Submission, 2013-02-12T14:49:44Z
USTR-2012-0022-0030                 , 2013-02-08T05:00:00Z, "Comment from Jay Taylor, PhRMA"                                                                                                                                                                                                  , USTR    , Public Submission, 2013-02-08T21:11:46Z
EPA-HQ-OW-2009-0596-3046            , 2013-02-04T05:00:00Z, "Comment submitted by David Richardson, Utility Council President, Florida Water Environment Association (FWEA) Utility Council"                                                                                                  , EPA     , Public Submission, 2013-02-04T21:08:16Z
CMS-2012-0083-4447                  , 2013-01-30T05:00:00Z, DC-American Academy of Dermatology Association                                                                                                                                                                                    , CMS     , Public Submission, 2013-01-30T12:29:58Z
CPSC-2012-0050-2355                 , 2012-11-30T05:00:00Z, Comment from Shihan Qu                                                                                                                                                                                                            , CPSC    , Public Submission, 2012-11-30T15:52:14Z
NOAA-NMFS-2012-0059-0042            , 2012-09-24T04:00:00Z, "16,900 Public Comments - Submitted by PEW's Action Alert Program"                                                                                                                                                                , NOAA    , Public Submission, 2013-08-29T19:05:11Z
EPA-HQ-OPP-2011-0370-0007           , 2012-09-17T04:00:00Z, "Comment submitted by James M. Kelly, Executive Director, Bay Area Clean Water Agencies (BACWA)"                                                                                                                                  , EPA     , Public Submission, 2012-09-17T20:09:10Z
EPA-HQ-OPP-2011-0370-0010           , 2012-09-17T04:00:00Z, "Comment submitted by Bergeson & Campbell on behalf of Rosalind Volpe, Executive Director, Silver Nanotechnology Working Group (SNWG)"                                                                                            , EPA     , Public Submission, 2012-09-17T20:12:51Z
EERE-2006-TP-0091-0027              , 2012-09-17T04:00:00Z, 1998-11-13  Technical Comment                                                                                                                                                                                                     , EERE    , Public Submission, 2014-09-24T14:55:42Z
APHIS-2012-0019-1104                , 2012-09-12T04:00:00Z, Comment from Ryan Crumley                                                                                                                                                                                                         , APHIS   , Public Submission, 2013-04-15T17:30:02Z
APHIS-2012-0029-0072                , 2012-09-12T04:00:00Z, Comment from Ryan Crumley                                                                                                                                                                                                         , APHIS   , Public Submission, 2012-09-13T01:18:12Z
APHIS-2012-0029-0077                , 2012-09-12T04:00:00Z, Comment from Ryan Crumley                                                                                                                                                                                                         , APHIS   , Public Submission, 2012-09-13T01:20:37Z
BLM-2012-0001-2686                  , 2012-09-07T04:00:00Z, Comment on FR Doc # 2012-11304                                                                                                                                                                                                    , BLM     , Public Submission, 2012-09-07T13:35:28Z
EPA-R08-OAR-2012-0026-0077          , 2012-08-17T04:00:00Z, 8/2/12 - Conservation Groups Comments  - Exhibits to TSD from DOC EPA-R08-OAR-2012-0026-0056 in this docket - Part 3                                                                                                              , EPA     , Public Submission, 2013-08-29T20:01:14Z
FWS-R1-ES-2011-0112-1263            , 2012-08-13T04:00:00Z, Matt Kirby-Sierra Club (LATE)                                                                                                                                                                                                     , FWS     , Public Submission, 2012-08-13T20:14:29Z
DOE-HQ-2012-0007-0005               , 2012-08-09T04:00:00Z, "Applications for Long-Term Authorizations to Export Liquefied Natural Gas, etc.: Jordan Cove Energy Project, L.P.-Comment on FR Doc # 2012-13679"                                                                                , DOE     , Public Submission, 2012-08-09T13:22:27Z
DOE-HQ-2012-0008-0002               , 2012-08-09T04:00:00Z, "Gulf Coast LNG Export, LLC; Application for Long-Term Authorization To Export Domestically Produced Liquefied Natural Gas for a 25-Year Period-Comment on Doc. 2012–13430"                                                       , DOE     , Public Submission, 2012-08-09T13:26:16Z
SBA-2012-0008-0240                  , 2012-07-16T04:00:00Z, Comment on FR Doc # 2012-11586                                                                                                                                                                                                    , SBA     , Public Submission, 2012-07-16T21:20:30Z
EPA-HQ-OAR-2011-0660-11418          , 2012-07-11T04:00:00Z, Mass Comment Campaign sponsored by Evangelical Environmental Network (USB and email)                                                                                                                                              , EPA     , Public Submission, 2019-09-04T19:12:17Z
CFPB-2012-0022-0122                 , 2012-07-10T04:00:00Z, Comment on CFPB-2012-0022-0001                                                                                                                                                                                                    , CFPB    , Public Submission, 2012-07-10T12:47:47Z
EPA-HQ-OAR-2011-0435-0057           , 2012-07-10T04:00:00Z, "Comment submitted by Emma Cheuse and James Pew, Earthjustice on behalf of Sierra Club and California Communities Against Toxics"                                                                                                 , EPA     , Public Submission, 2013-08-29T19:55:18Z
CFPB-2012-0022-0133                 , 2012-07-10T04:00:00Z, Comment on CFPB-2012-0022-0001                                                                                                                                                                                                    , CFPB    , Public Submission, 2012-07-10T13:10:28Z
CFPB-2012-0022-0141                 , 2012-07-10T04:00:00Z, Comment on CFPB-2012-0022-0001                                                                                                                                                                                                    , CFPB    , Public Submission, 2012-07-10T13:34:39Z
EPA-HQ-OAR-2011-0660-10887          , 2012-07-09T04:00:00Z, "Late comment submitted by Nathan Matthews, Sierra Club et al."                                                                                                                                                                   , EPA     , Public Submission, 2019-08-28T21:04:27Z
EPA-HQ-OAR-2010-1059-0167           , 2012-07-03T04:00:00Z, Comment submitted by Sierra Club et al.                                                                                                                                                                                           , EPA     , Public Submission, 2012-07-11T13:03:27Z
EPA-HQ-OAR-2011-0660-9894           , 2012-06-26T04:00:00Z, "Comment attachment 1 submitted by Maureen Martin, J. D., Senior Fellow for Legal Affairs, The Heartland Institute"                                                                                                               , EPA     , Public Submission, 2012-06-26T15:30:44Z
CFPB-2011-0008-0311                 , 2012-06-25T04:00:00Z, Ex Parte - American Bankers Association  and Mortgage Bankers Association                                                                                                                                                         , CFPB    , Public Submission, 2012-06-25T22:35:38Z
FWS-R7-ES-2012-0009-0023            , 2012-06-19T04:00:00Z, Comment on FR Doc # 2012-09403                                                                                                                                                                                                    , FWS     , Public Submission, 2012-06-20T21:40:19Z
ATBCB-2012-0003-0057                , 2012-06-13T04:00:00Z, "Comment from Kailes, June"                                                                                                                                                                                                       , ATBCB   , Public Submission, 2014-01-08T19:02:08Z
ATBCB-2012-0003-0047                , 2012-06-12T04:00:00Z, "Comment from Kailes, June"                                                                                                                                                                                                       , ATBCB   , Public Submission, 2014-01-08T18:57:28Z
